"Channel1","Channel2","Channel3","Channel4","Channel5","Channel6","Channel7","Channel8","Channel9","Channel10","Channel11","Channel12","Channel13","Channel14","Channel15","Channel16","Channel17","Channel18","Channel19","Channel20","Channel21","Channel22","Channel23","Channel24","Channel25","Channel26","Channel27","Channel28","Channel29","Channel30","Channel31","Channel32","Channel33","Channel34","Channel35","Channel36","Channel37","Channel38","Channel39","Channel40","Channel41","Channel42","Channel43","Channel44","Channel45","Channel46","Channel47","Channel48","Channel49","Channel50","Channel51","Channel52","Channel53","Channel54","Channel55","Channel56","Channel57","Channel58","Channel59","Channel60","Channel61","Channel62","Channel63","Channel64","Channel65","Channel66","Channel67","Channel68","Channel69","Channel70","Channel71","Channel72","Channel73","Channel74","Channel75","Channel76","Channel77","Channel78","Channel79","Channel80","Channel81","Channel82","Channel83","Channel84","Channel85","Channel86","Channel87","Channel88","Channel89","Channel90","Channel91","Channel92","Channel93","Channel94","Channel95","Channel96","Channel97","Channel98","Channel99","Channel100","Channel101","Channel102","Channel103","Channel104","Channel105","Channel106","Channel107","Channel108","Channel109","Channel110","Channel111","Channel112","Channel113","Channel114","Channel115","Channel116","Channel117","Channel118","Channel119","Channel120","Channel121","Channel122","Channel123","Channel124","Channel125","Channel126","Channel127","Channel128"
8,22,57,80,84,77,49,46,31,22,30,23,19,23,17,14,10,13,6,3,7,7,10,3,3,3,4,2,8,6,4,3,0,3,2,2,4,1,0,3,0,2,0,2,3,1,1,0,0,1,3,0,1,2,4,2,1,0,1,1,0,2,0,1,1,1,0,4,2,0,6,4,1,2,2,2,0,3,0,0,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,50,102,80,50,44,43,39,39,24,20,23,21,19,14,15,13,11,8,5,8,4,9,5,5,3,9,7,13,7,2,2,6,3,1,1,3,2,2,1,2,2,3,4,4,4,0,0,4,1,3,1,2,1,3,2,2,4,1,2,3,1,0,0,4,0,3,2,1,2,5,1,3,1,0,1,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,17,60,74,79,51,51,37,40,33,33,28,21,17,19,18,18,14,9,8,14,5,10,10,3,4,6,3,8,5,6,4,4,2,2,3,3,2,4,0,5,2,2,3,1,3,2,2,2,1,0,3,3,1,1,1,3,2,2,3,2,1,2,1,1,0,0,3,0,6,2,3,2,3,1,0,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
4,13,50,76,91,69,55,45,36,30,34,27,21,17,15,8,11,7,10,8,12,7,11,7,6,6,2,11,5,11,4,3,2,4,2,3,7,2,4,5,0,1,3,1,1,1,6,2,1,2,0,1,0,0,2,1,3,1,1,0,1,0,1,1,0,1,4,3,4,3,2,2,4,0,1,0,0,2,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,24,52,76,87,54,56,41,34,29,25,13,16,17,20,14,13,11,2,11,8,5,9,4,2,2,6,4,12,9,5,0,4,2,3,4,6,2,2,4,1,0,4,6,3,2,3,1,0,0,1,4,1,2,4,1,2,0,3,0,0,1,2,0,3,1,3,1,3,3,1,1,1,3,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,52,89,67,65,49,58,41,34,36,28,21,19,16,14,14,13,10,10,7,7,4,4,7,6,3,5,7,11,8,5,4,3,5,2,1,1,2,3,1,0,3,4,2,2,7,2,1,0,1,2,1,1,2,3,1,2,0,1,1,0,0,1,0,1,2,3,4,3,2,0,2,1,1,1,2,0,1,0,0,1,1,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5,19,67,101,89,63,58,41,28,28,28,22,20,16,14,12,15,13,8,8,5,6,4,7,6,11,5,7,9,5,3,6,2,1,4,0,5,2,5,1,5,2,4,2,3,6,3,3,2,4,2,2,5,4,2,2,0,0,4,2,1,1,0,1,0,0,1,2,1,3,2,2,3,1,1,0,1,0,0,4,0,2,1,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
6,17,45,90,75,60,54,43,44,27,24,19,21,18,16,13,19,13,9,4,6,10,6,9,4,1,2,3,8,6,1,2,3,3,3,4,2,4,6,3,1,0,3,2,2,3,5,5,4,1,1,0,4,2,6,1,2,1,4,1,2,1,3,2,0,1,1,1,2,2,2,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,18,59,77,75,59,68,43,34,42,22,24,23,21,26,18,10,12,12,7,8,7,9,8,9,6,3,8,6,11,4,3,4,3,1,4,1,2,0,1,7,0,1,7,1,1,2,2,0,1,1,0,2,3,0,3,1,2,2,2,0,3,2,1,0,0,1,0,3,3,2,4,1,1,1,3,1,0,0,1,0,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8,27,60,77,90,64,44,53,34,30,24,19,13,17,23,13,20,13,5,8,5,7,5,4,3,4,5,2,12,8,4,2,0,5,1,5,5,3,2,2,2,2,1,1,1,1,1,0,1,1,3,1,1,3,1,1,1,3,3,1,4,2,1,1,1,1,1,1,0,1,1,4,0,0,1,1,0,0,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,13,62,89,78,57,49,36,42,26,28,22,17,20,21,18,21,12,10,6,7,8,8,8,5,9,2,3,10,12,8,0,4,0,1,6,5,1,1,1,2,1,0,4,2,3,3,4,0,0,1,0,3,1,4,3,2,3,1,1,1,2,1,3,2,0,3,0,3,3,4,5,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,20,67,79,69,54,43,52,38,27,32,27,11,15,12,7,10,11,7,9,13,13,4,4,8,3,6,7,4,3,5,4,1,3,7,1,2,7,4,3,5,0,1,5,5,3,1,0,1,1,1,0,2,4,1,2,2,0,1,1,3,1,1,1,0,0,1,2,3,4,4,3,4,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,38,115,82,66,42,40,52,26,20,22,23,18,13,8,19,13,9,8,9,6,6,6,5,9,4,6,7,10,9,4,4,4,5,2,4,4,1,1,1,4,2,2,0,4,2,0,2,2,2,1,1,3,3,3,1,2,1,2,1,1,0,0,0,2,0,0,1,2,4,2,0,0,0,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
5,22,56,69,87,52,69,50,31,32,30,27,16,17,13,25,14,9,10,7,7,3,7,5,9,5,2,7,6,5,8,5,6,5,6,2,0,2,2,6,3,3,0,1,3,0,2,2,2,0,1,2,3,2,3,2,2,1,1,0,2,0,0,1,1,3,1,1,2,2,1,2,4,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
6,20,53,93,83,71,61,44,33,35,31,25,21,22,16,14,13,12,5,9,7,4,3,10,5,7,4,5,9,9,7,1,4,2,7,2,3,2,3,4,1,4,1,5,3,1,3,3,1,1,2,1,4,0,1,2,2,0,1,2,0,1,2,0,1,1,2,0,3,1,5,2,1,1,0,0,0,0,1,0,0,2,0,1,2,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
6,11,53,85,72,58,43,48,39,28,32,21,21,15,15,12,18,21,19,5,5,1,2,5,6,3,4,5,6,6,6,4,1,3,3,3,5,7,3,5,0,4,2,5,1,0,1,1,2,3,1,1,5,2,0,1,1,0,5,4,1,1,1,3,1,0,2,2,1,2,6,2,1,2,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,17,58,86,56,77,50,50,37,29,32,35,19,12,10,13,15,15,9,6,10,7,5,9,9,2,5,5,6,10,4,3,2,0,3,1,1,4,3,6,2,0,3,4,5,2,1,1,1,3,3,4,2,4,4,0,0,3,2,0,1,3,2,1,2,2,0,0,1,1,2,1,4,1,1,0,0,0,1,0,0,1,0,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
4,15,67,82,73,98,59,52,39,30,26,29,24,18,17,14,17,18,3,6,5,9,14,5,7,6,4,5,6,9,3,1,1,4,3,2,5,5,1,5,3,1,3,7,6,3,1,2,1,0,2,0,1,2,0,1,3,1,0,3,0,4,0,1,0,1,1,2,3,1,3,6,2,0,1,0,2,0,0,1,0,2,0,1,2,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
2,15,52,96,80,62,56,48,33,34,22,27,29,16,17,15,12,16,5,4,9,6,6,4,4,5,7,5,12,7,11,1,1,1,4,1,7,0,4,2,1,2,1,2,2,6,1,3,1,1,1,1,2,1,2,2,0,1,2,2,1,3,0,1,0,1,1,3,1,3,4,4,2,2,1,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0
5,15,68,91,62,63,51,50,36,13,20,27,26,20,9,16,21,11,9,7,10,7,4,3,4,7,2,6,11,5,3,4,3,3,5,2,2,2,3,1,1,2,7,1,3,1,2,0,4,3,1,1,1,1,3,1,5,0,0,1,1,2,0,0,2,2,0,1,2,3,6,6,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,16,52,76,76,70,48,28,31,46,21,29,21,7,23,15,12,12,9,8,4,2,4,9,8,4,4,13,9,6,10,4,3,5,4,4,4,3,6,2,0,0,5,8,3,2,3,4,1,4,1,0,3,1,5,2,3,2,2,4,2,3,3,1,2,1,0,1,1,3,5,2,1,2,2,0,0,1,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
7,17,66,83,71,39,43,35,30,35,25,18,14,21,20,15,16,12,6,11,3,10,11,6,6,9,2,7,6,8,7,3,4,3,1,6,11,2,4,1,3,1,1,1,2,3,2,2,2,1,0,0,2,2,3,1,2,1,2,1,1,3,2,1,2,1,1,1,5,4,5,5,2,2,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5,15,44,81,77,66,44,51,35,31,17,29,20,17,14,14,14,19,11,7,10,9,5,6,5,5,6,5,6,9,4,7,6,5,2,3,2,5,4,1,4,6,5,1,0,3,3,1,2,2,1,0,7,3,3,3,1,3,2,1,1,2,2,3,2,0,0,1,3,1,6,1,0,3,1,1,0,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,17,55,60,87,70,56,34,36,40,26,21,14,12,14,11,14,10,1,3,5,3,4,5,2,5,5,8,5,6,2,3,1,3,4,2,6,3,4,5,1,1,5,1,1,4,2,4,3,4,0,1,1,2,1,1,0,0,3,4,0,2,1,2,0,2,0,2,4,4,5,2,2,0,0,2,0,1,0,1,0,1,2,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,56,104,80,67,69,47,47,24,30,22,12,17,11,11,22,18,5,7,6,5,8,3,3,2,3,5,9,8,6,6,3,1,2,6,5,0,4,2,1,2,3,0,4,2,0,2,4,0,0,3,1,4,4,1,1,2,1,3,0,1,0,1,0,2,1,0,2,2,4,5,2,2,1,1,0,0,3,0,1,0,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
10,22,56,75,76,70,68,40,31,27,34,26,24,22,17,9,9,15,13,6,8,9,5,9,4,9,2,7,14,5,6,9,3,0,1,7,1,5,4,2,4,3,2,0,0,1,1,2,3,0,0,1,2,1,2,1,1,1,0,1,4,1,1,1,3,1,1,1,2,2,2,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2,14,57,91,73,65,50,46,48,37,27,30,21,13,23,8,18,16,10,9,7,4,3,3,7,9,4,2,5,10,9,4,2,3,3,4,1,2,4,3,2,4,5,1,3,2,2,2,3,1,0,2,1,1,4,3,0,1,2,2,1,4,1,1,0,1,0,0,3,2,3,0,0,1,0,1,2,1,1,0,1,1,0,1,1,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,14,55,92,98,69,50,39,32,33,39,22,30,13,16,17,16,13,8,9,5,7,8,8,5,3,3,7,7,8,11,2,1,3,3,2,2,2,2,3,3,5,1,3,1,3,2,1,2,0,0,1,0,3,3,0,1,1,3,0,4,1,1,1,2,0,0,1,1,1,2,2,3,0,0,0,0,0,0,1,2,0,2,2,3,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
6,16,66,79,70,57,51,41,23,25,20,30,25,32,17,14,24,17,19,8,3,7,6,8,3,6,4,4,8,10,11,7,1,3,4,1,1,2,4,2,4,1,2,1,2,2,4,3,0,2,2,2,2,2,2,4,0,1,0,0,1,0,0,1,3,1,0,3,1,3,1,2,3,1,2,1,0,0,2,0,2,0,2,1,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,13,61,81,82,61,59,42,29,31,27,30,27,7,14,12,11,16,7,5,6,5,10,7,2,3,6,6,12,7,6,5,2,2,5,0,0,6,0,3,3,4,3,3,2,6,4,1,0,2,1,0,0,3,2,0,2,2,1,1,1,0,2,0,2,1,1,0,1,4,4,1,3,1,1,1,0,2,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,61,92,60,64,67,43,47,36,27,34,13,22,12,15,15,10,13,8,8,6,6,8,6,7,9,7,4,13,6,6,3,2,3,2,3,2,1,5,5,2,2,1,0,5,6,1,2,1,1,2,3,5,1,2,2,1,1,1,0,1,2,1,1,2,0,2,1,0,2,3,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,16,60,72,68,62,59,42,41,36,36,22,17,15,23,12,16,17,10,11,4,5,6,4,3,7,5,7,6,11,7,4,2,1,4,2,1,3,3,4,3,1,2,4,2,3,3,1,2,1,0,5,2,2,0,0,1,0,1,0,0,1,0,1,0,2,0,1,2,1,0,0,2,1,0,2,1,1,1,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
3,20,64,94,94,69,57,39,32,32,34,17,20,17,17,17,15,9,12,11,5,7,9,5,5,8,4,2,7,10,5,4,1,4,4,2,5,4,6,3,2,4,2,2,1,0,2,1,2,4,3,1,1,3,2,5,5,4,1,0,0,0,0,1,2,1,0,3,3,2,3,4,1,2,0,1,2,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,12,61,80,76,53,48,48,25,32,28,30,21,20,17,11,24,11,7,14,7,8,9,3,2,10,6,3,12,5,9,4,4,6,2,5,1,1,2,2,4,1,3,3,1,2,0,1,5,2,2,2,3,4,0,1,0,4,2,1,1,1,2,3,0,1,4,2,2,1,2,2,1,2,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6,18,35,88,74,55,58,33,39,26,28,21,17,25,12,19,18,12,14,12,5,10,3,6,8,2,7,4,8,7,7,5,3,3,1,2,2,3,5,0,3,2,3,2,0,4,3,3,2,2,2,1,3,3,1,3,2,1,3,2,0,2,1,1,2,0,1,1,4,2,2,2,3,1,0,0,1,1,0,0,0,1,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,23,65,89,98,58,57,32,39,29,32,22,18,10,21,14,21,14,8,11,5,13,4,3,4,4,3,3,8,7,6,4,4,3,4,5,3,4,4,1,4,1,4,1,3,4,4,6,2,0,0,4,0,3,1,2,4,2,1,1,2,0,0,0,0,2,0,2,2,2,2,1,1,0,2,0,0,0,0,2,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,59,85,76,74,58,54,33,33,32,26,24,13,13,13,16,13,7,9,6,2,5,10,3,5,6,1,6,10,5,0,7,1,2,3,2,1,2,4,0,4,1,2,5,1,2,1,2,0,3,1,4,1,4,2,2,0,3,1,1,0,0,0,0,0,0,2,0,3,1,3,0,2,3,2,1,1,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0
11,18,55,69,79,73,50,43,27,35,26,39,26,26,18,17,15,9,7,4,6,6,6,3,4,7,7,4,9,8,4,6,2,6,0,2,2,4,1,2,0,1,0,3,2,2,3,1,3,3,1,0,2,0,4,3,4,2,1,1,2,1,3,1,3,0,1,3,1,3,7,1,1,4,2,1,3,1,0,0,1,0,0,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2,12,56,94,87,50,52,30,36,26,29,27,27,19,22,12,17,11,7,7,6,6,6,1,3,4,4,4,11,7,5,4,4,3,3,4,5,5,2,3,3,2,3,4,0,3,1,0,0,1,1,2,0,2,5,2,2,0,2,1,0,1,0,1,1,3,2,1,2,2,2,4,2,2,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
5,20,63,88,78,74,59,45,31,24,22,25,19,13,17,11,12,9,6,8,13,8,5,6,8,3,10,8,7,13,5,4,4,3,2,8,0,2,3,1,2,4,0,3,3,1,3,0,0,2,1,3,3,1,1,3,3,3,4,2,0,0,3,2,3,1,1,1,5,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,1,2,4,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2,10,60,79,78,47,43,39,29,34,24,24,19,18,23,16,14,17,10,5,9,5,4,5,7,5,4,5,9,8,4,5,3,0,3,2,3,5,2,1,0,5,3,4,4,5,2,1,2,3,1,1,3,2,1,0,4,3,0,1,1,1,0,1,0,1,3,2,2,1,3,0,2,0,1,0,0,1,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
3,16,51,84,83,51,48,41,39,29,22,33,13,14,17,26,19,9,11,9,10,8,5,2,4,5,6,9,6,15,6,3,5,2,2,1,1,0,0,3,4,3,2,3,4,1,4,2,0,1,1,2,1,2,4,4,3,0,1,3,0,0,1,1,2,2,1,1,2,1,4,4,1,2,1,1,0,0,0,0,1,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
8,15,63,68,88,53,40,36,32,26,29,27,24,12,17,8,9,11,5,3,7,3,2,9,4,7,4,5,8,6,2,3,5,3,0,4,3,4,2,3,4,2,0,1,2,2,3,0,1,1,0,3,1,0,1,1,1,1,0,2,2,1,1,0,1,2,0,4,2,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16,37,92,82,57,61,29,32,23,20,30,18,16,16,12,24,20,11,7,7,5,4,7,7,3,1,6,5,9,4,4,2,2,6,4,4,5,3,2,3,1,1,1,2,3,2,1,4,2,4,0,3,3,1,3,1,3,0,2,3,2,1,0,1,0,0,1,0,0,7,6,3,1,0,0,0,0,0,1,1,0,2,2,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,14,62,95,77,61,46,41,30,23,21,23,14,19,17,14,17,10,8,7,3,10,3,2,8,2,4,4,6,9,12,4,4,1,3,3,3,4,4,0,0,2,1,0,2,3,4,5,2,0,0,1,2,2,4,2,2,0,3,2,0,3,0,0,0,0,2,3,0,3,2,4,4,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
4,10,65,79,71,43,42,48,39,37,23,32,22,26,17,19,13,14,5,8,10,4,4,4,4,8,5,4,7,9,5,7,2,3,3,4,1,4,3,1,0,4,6,0,3,3,5,1,0,0,1,1,1,1,0,3,0,1,2,2,2,1,1,0,2,3,1,2,2,2,4,2,1,2,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1
4,12,53,77,69,68,57,52,37,26,22,31,17,18,13,14,15,15,12,6,6,3,8,6,3,3,8,3,10,3,1,2,3,2,3,1,3,1,4,1,3,4,3,4,4,1,1,3,2,0,3,1,2,2,0,3,0,1,2,3,2,2,0,1,0,0,0,0,1,2,4,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,17,53,74,81,70,54,44,32,32,29,30,13,20,8,7,16,14,9,5,3,3,6,10,2,4,4,7,3,8,4,4,2,1,5,0,1,2,3,2,3,2,2,1,2,4,0,2,0,3,1,0,2,3,5,1,2,0,1,1,3,0,1,0,1,1,4,0,2,1,3,2,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4,16,48,79,74,46,57,44,28,37,17,30,17,16,16,8,12,13,7,6,4,5,4,7,5,4,5,5,7,10,8,2,3,2,4,5,3,3,2,1,3,1,2,3,2,1,4,2,3,0,4,1,0,3,4,4,3,2,3,4,0,0,1,0,1,2,2,2,1,2,2,2,1,3,1,0,0,1,2,1,1,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,17,49,78,69,58,59,53,30,33,22,17,17,22,18,8,17,8,13,8,7,9,5,6,3,0,3,6,6,8,7,4,2,6,3,2,5,1,7,2,1,1,2,0,2,5,4,2,0,0,1,1,4,1,1,1,1,1,0,1,1,2,0,1,1,0,1,0,1,2,4,2,3,0,0,1,0,1,0,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,15,52,84,80,57,42,41,25,27,21,20,23,17,16,13,19,17,9,5,8,2,4,4,5,2,3,6,11,9,7,5,2,4,2,3,2,2,2,4,3,2,2,3,4,3,1,3,6,1,2,2,1,0,1,3,2,1,3,2,1,0,2,1,0,1,2,1,2,0,2,3,2,1,2,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,54,93,96,54,47,27,48,33,23,25,22,18,23,22,12,21,5,13,6,3,6,7,4,8,3,3,7,9,6,1,2,6,6,6,4,5,3,3,2,1,4,2,0,5,0,1,1,0,1,4,3,5,2,1,2,1,1,1,2,1,1,0,0,1,0,1,6,1,1,2,2,0,0,3,1,1,0,1,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
